trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,19.071738099999493,20.179460100000142,20.193914499999664,up,0,0.9243965999994543,None,3,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
1,0,1,0,21.141791599999124,22.128243400002248,22.144709500003955,up,1,0.9633310999997775,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
2,0,2,0,23.12573660000635,24.111471500000334,24.12788510000246,down,0,1.476212100002158,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
3,0,3,0,25.607923800002027,26.593248900004255,26.61022840000078,down,1,0.6846137000029557,None,-3,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
4,0,4,0,27.307533999999578,28.293585900006292,28.310109500002,down,1,0.8421393000026001,None,-2,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
5,0,5,0,29.174183300005097,30.15719689999969,30.173957200000586,up,0,0.6592206999994232,None,-2,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
6,0,6,0,30.856237600004533,31.841598000006343,31.85901740000554,down,0,0.7498589999959222,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
7,0,7,0,32.62302550000459,33.60849860000599,33.62532230000215,down,0,0.8227146999997785,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
8,0,8,0,34.472246299999824,35.455089300005056,35.47181990000536,down,1,0.6459670000040205,None,-1,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
9,0,9,0,36.12371180000628,37.123704600002384,37.123704600002384,down,1,0.657075299997814,None,-4,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
10,0,10,0,37.82068490000529,38.806957200002216,38.82353140000487,down,0,0.7396671999958926,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
11,0,11,0,39.587411799999245,40.57077570000547,40.58726210000168,down,1,0.6515950000029989,None,-2,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
12,0,12,0,41.252863600006094,42.23852560000523,42.25507940000534,down,0,0.6722827999983565,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
13,0,13,0,42.95309680000355,43.938694000004034,43.95537370000238,down,0,0.6437182999943616,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
14,0,14,0,44.61918030000379,45.603687500006345,45.62059720000252,down,1,0.7135404000000563,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
15,0,15,0,46.35159580000618,47.336762500002806,47.35387769999943,down,0,0.7024129999917932,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
16,0,16,0,48.06997540000157,49.07048520000535,49.07048520000535,down,1,0.5433296999981394,None,4,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
17,0,17,0,49.650471100001596,50.634507000002486,50.65127840000059,down,1,0.9739805999925011,None,-1,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
18,0,18,0,51.635522700002184,52.63523690000147,52.63523690000147,down,1,1.2456148999990546,None,-1,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
19,0,19,0,53.916234900003474,54.90147960000468,54.918225900000834,down,0,0.9449748999977601,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
20,0,20,0,55.865388500002155,56.850237900005595,56.86708660000295,up,0,1.1137062999914633,None,-2,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
21,0,21,0,57.9982633000036,58.98410200000217,59.00095040000451,down,0,0.9021441000004415,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
22,0,22,0,59.930561100001796,60.91448250000394,60.93097630000557,down,1,0.5591191999992589,None,-4,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
23,0,23,0,61.513489600001776,62.498714800000016,62.51604840000073,down,1,0.5780711999977939,None,-4,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
24,0,24,0,63.11355200000253,64.09859880000295,64.11540040000546,down,1,0.8293928999992204,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
25,0,25,0,64.96221260000311,65.94720530000632,65.96393209999951,down,1,0.6196974999984377,None,3,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
26,0,26,0,66.59716499999922,67.59704179999972,67.59704179999972,down,1,1.6755679999914719,None,-4,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
27,0,27,0,69.31126100000256,70.31305260000227,70.31305260000227,down,0,0.8729426999998395,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
28,0,28,0,71.22663200000534,72.21254630000476,72.22944830000051,down,0,0.6199780000024475,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
29,0,29,0,72.86230849999993,73.8626704000053,73.8626704000053,down,1,0.6330660999956308,None,-5,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
30,0,30,0,74.52642500000366,75.51094849999936,75.52775649999967,down,0,0.5772551999980351,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
31,0,31,0,76.11062120000133,77.11088230000314,77.11088230000314,up,0,1.2735018999956083,None,-1,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
32,0,32,0,78.42560439999943,79.41091900000174,79.42750150000211,down,0,0.8360696000017924,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
33,0,33,0,80.2751900000003,81.27676849999989,81.27676849999989,down,0,0.9742876999953296,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
34,0,34,0,82.2908774000025,83.27643700000044,83.29299600000377,down,1,0.7027630999946268,None,1,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
35,0,35,0,84.0235443000056,85.00728330000129,85.0239431000009,down,1,0.6285955999992439,None,-5,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
36,0,36,0,85.65619770000194,86.6413515000022,86.65803170000436,down,1,0.5612999999939348,None,-4,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
37,0,37,0,87.2388057000062,88.22293190000346,88.23943020000297,down,0,0.7442244999911054,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
38,0,38,0,89.0047468000048,89.99004680000508,90.00666630000342,down,0,1.7856356999982381,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
39,0,39,0,91.80635410000104,92.80610310000338,92.80610310000338,down,1,0.5486771999931079,None,-5,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
40,0,40,0,93.37233399999968,94.37233679999918,94.37233679999918,down,1,0.718728400002874,None,2,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
41,0,41,0,95.1215372000006,96.12091590000637,96.13777530000516,up,1,0.933502399995632,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
42,0,42,0,97.08533650000027,98.07136670000182,98.08780590000242,down,0,1.3105178999976488,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
43,0,43,0,99.4187219000014,100.40166110000428,100.41876480000064,up,1,0.98576709999179,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
44,0,44,0,101.4175286000027,102.40304210000613,102.41963620000024,up,1,1.2006704000013997,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
45,0,45,0,103.63399629999913,104.61921290000464,104.63638470000296,down,1,1.256071999996493,None,-2,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
46,0,46,0,105.90168430000631,106.90169820000301,106.90169820000301,up,1,1.417209899998852,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
47,0,47,0,108.34937870000431,109.33502009999938,109.35182020000502,down,1,0.7144045999957598,None,-5,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
48,0,48,0,110.0648691000024,111.06748130000051,111.06748130000051,down,0,0.9130233999967459,None,0,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
49,0,49,0,112.01474489999964,113.00074239999958,113.01735929999995,down,1,0.8235374999931082,None,-2,313362,001,2023-09-08_11h34.46.482,orientationdiscriminiationtask,2023.1.3,59.91385585774348,
